[22/9/23, 17:25:44] Maga: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[22/9/23, 17:25:44] Antonio Murillo Sevillano: https://maps.app.goo.gl/Tdrzv5EpChmwDpRx7?g_st=iw
‎[9/11/23, 9:51:51] Antonio Murillo Sevillano: ‎Video omitido
‎[9/11/23, 9:51:52] Maga: ‎<adjunto: 00004868-AUDIO-2023-11-09-09-51-52.opus>
[9/11/23, 9:52:14] Antonio Murillo Sevillano: Me lesiono ahora
[9/11/23, 9:52:23] Antonio Murillo Sevillano: Y literalmente
[9/11/23, 9:52:30] Antonio Murillo Sevillano: Lo único que me quedaría en la vida
[9/11/23, 9:52:44] Antonio Murillo Sevillano: Sería convertirme en leku motorsport
[9/11/23, 9:52:50] Maga: Jajajaajajaj es lo mismo que a mi
‎[9/11/23, 9:53:59] Maga: ‎<adjunto: 00004874-AUDIO-2023-11-09-09-53-59.opus>
[9/11/23, 9:54:42] Antonio Murillo Sevillano: A ti te dolió al momento ?
‎[9/11/23, 9:55:41] Maga: ‎<adjunto: 00004876-AUDIO-2023-11-09-09-55-41.opus>
‎[9/11/23, 9:56:31] Maga: ‎<adjunto: 00004877-AUDIO-2023-11-09-09-56-31.opus>
[9/11/23, 9:56:39] Antonio Murillo Sevillano: Es q a mi hasta las 2 de la mañana no lo note
‎[9/11/23, 9:57:11] Maga: ‎<adjunto: 00004879-AUDIO-2023-11-09-09-57-11.opus>
[9/11/23, 9:57:26] Antonio Murillo Sevillano: Me duele hasta el andar un poco
[9/11/23, 9:57:43] Antonio Murillo Sevillano: La vd q habría q hacerlo más analíticamente
‎[9/11/23, 9:57:44] Maga: ‎<adjunto: 00004882-AUDIO-2023-11-09-09-57-44.opus>
[9/11/23, 9:57:48] Antonio Murillo Sevillano: Aunq es complicado
[9/11/23, 9:57:49] Maga: Si
[9/11/23, 9:58:07] Antonio Murillo Sevillano: A ve al andar no mucho
[9/11/23, 9:58:19] Antonio Murillo Sevillano: Me molesta am estirarla del todo
‎[9/11/23, 9:58:28] Maga: ‎<adjunto: 00004887-AUDIO-2023-11-09-09-58-28.opus>
[9/11/23, 9:58:34] Maga: Eso eso
[9/11/23, 9:58:47] Antonio Murillo Sevillano: Menos mal q no lo llegue a pagar anoche
[9/11/23, 9:58:54] Maga: Eso es el ligamento lateral interno
[9/11/23, 9:58:57] Antonio Murillo Sevillano: Si no voy aun con media rodilla
[9/11/23, 9:59:06] Antonio Murillo Sevillano: A ve tambn puede ser contusión del golpe
‎[9/11/23, 9:59:21] Maga: ‎<adjunto: 00004893-AUDIO-2023-11-09-09-59-21.opus>
[9/11/23, 9:59:40] Antonio Murillo Sevillano: Cómo moraron
[9/11/23, 10:00:31] Antonio Murillo Sevillano: Pos na
[9/11/23, 10:00:37] Antonio Murillo Sevillano: A ve si pal lunes estoy Weno
‎[9/11/23, 10:00:51] Maga: ‎<adjunto: 00004897-AUDIO-2023-11-09-10-00-51.opus>
[9/11/23, 10:01:11] Antonio Murillo Sevillano: Me duele al tocarlo tambn
‎[9/11/23, 10:01:37] Maga: ‎<adjunto: 00004899-AUDIO-2023-11-09-10-01-37.opus>
[9/11/23, 10:02:23] Antonio Murillo Sevillano: Ps putada tambn xq de las cosas q más hago en Cracovia es andar
‎[9/11/23, 10:03:16] Maga: ‎<adjunto: 00004901-AUDIO-2023-11-09-10-03-16.opus>
‎[9/11/23, 10:03:55] Maga: ‎<adjunto: 00004902-AUDIO-2023-11-09-10-03-55.opus>
[9/11/23, 10:05:24] Maga: Yo hoy hago una semana
[9/11/23, 10:06:04] Antonio Murillo Sevillano: Yo siento un pequeño dolor
[9/11/23, 10:06:08] Antonio Murillo Sevillano: Pero yasta
[9/11/23, 10:06:21] Maga: Po deja la pierna tranquila
‎[9/11/23, 10:06:34] Maga: ‎<adjunto: 00004907-AUDIO-2023-11-09-10-06-34.opus>
[9/11/23, 10:06:57] Antonio Murillo Sevillano: El poco hielo q tengo es pa cubatas
[9/11/23, 10:07:01] Antonio Murillo Sevillano: Me has jodido mano
[9/11/23, 10:07:05] Antonio Murillo Sevillano: Yo antes tenia el gym
[9/11/23, 10:07:10] Antonio Murillo Sevillano: Ahora me queda estudiar y las niñas
‎[9/11/23, 10:07:43] Maga: ‎<adjunto: 00004912-AUDIO-2023-11-09-10-07-43.opus>
‎[9/11/23, 10:07:56] Maga: ‎<adjunto: 00004913-AUDIO-2023-11-09-10-07-56.opus>
‎[9/11/23, 10:08:27] Maga: ‎<adjunto: 00004914-AUDIO-2023-11-09-10-08-27.opus>
‎[9/11/23, 10:08:40] Maga: ‎<adjunto: 00004915-AUDIO-2023-11-09-10-08-40.opus>
‎[9/11/23, 10:09:03] Maga: ‎<adjunto: 00004916-AUDIO-2023-11-09-10-09-03.opus>
[9/11/23, 10:12:28] Antonio Murillo Sevillano: na yo estoy flama
[9/11/23, 10:12:32] Antonio Murillo Sevillano: en 2 dias estoy nuevo
[9/11/23, 10:13:24] Antonio Murillo Sevillano: dedicare este finde tocarme el pito
[9/11/23, 10:13:36] Antonio Murillo Sevillano: y el lunes estoy nuevo
[9/11/23, 10:14:13] Antonio Murillo Sevillano: el grupo de giris esta mas muerto
[9/11/23, 10:14:20] Antonio Murillo Sevillano: me dan un poco de pena las italianas
[9/11/23, 10:14:23] Antonio Murillo Sevillano: pq siempre hablan pa buscar plan
[9/11/23, 10:14:27] Antonio Murillo Sevillano: y no les responde nadie
[9/11/23, 10:14:30] Antonio Murillo Sevillano: tengo q hablar yo
‎[9/11/23, 10:20:15] Maga: ‎<adjunto: 00004926-AUDIO-2023-11-09-10-20-15.opus>
‎[9/11/23, 10:20:34] Maga: ‎<adjunto: 00004927-AUDIO-2023-11-09-10-20-34.opus>
[9/11/23, 10:22:40] Antonio Murillo Sevillano: weno ahora no me llevo tanto
[9/11/23, 10:22:43] Antonio Murillo Sevillano: pero smp decia q si a quedar
[9/11/23, 10:22:46] Antonio Murillo Sevillano: y el resto de giris
[9/11/23, 10:22:48] Antonio Murillo Sevillano: son unas warras
[9/11/23, 10:22:53] Antonio Murillo Sevillano: es q en vd la gente es mala
[9/11/23, 10:22:58] Antonio Murillo Sevillano: no cuesta na decir
[9/11/23, 10:23:00] Antonio Murillo Sevillano: noo sorry
[9/11/23, 10:23:05] Antonio Murillo Sevillano: ni el puto julio ni el dani hablan
[9/11/23, 10:23:22] Antonio Murillo Sevillano: a ve q al final las italianas son igual de perras y no hay mujer q se salve
[9/11/23, 10:24:00] Maga: Quienes son los guiris
[9/11/23, 10:24:07] Maga: Las lituanas y las italianas?
[9/11/23, 10:24:22] Antonio Murillo Sevillano: bueno en el grupo tambn etsa julio y dani
[9/11/23, 10:24:26] Antonio Murillo Sevillano: y el frances mexicano
[9/11/23, 10:24:29] Antonio Murillo Sevillano: lo peor de cada mundo
[9/11/23, 10:24:35] Antonio Murillo Sevillano: y una belga
[9/11/23, 10:24:39] Maga: Pa lo que hay que oir
[9/11/23, 10:24:46] Maga: Mejor que no hablen
[9/11/23, 10:25:00] Maga: Lagares va a llegar como moises
‎[9/11/23, 10:27:33] Maga: ‎<adjunto: 00004946-AUDIO-2023-11-09-10-27-33.opus>
[9/11/23, 10:28:40] Antonio Murillo Sevillano: ahora va a coger a javireal
[9/11/23, 10:28:43] Antonio Murillo Sevillano: antes q a ti
[9/11/23, 10:29:58] Maga: Tendre que nockiarlo😞
‎[9/11/23, 10:30:50] Maga: ‎<adjunto: 00004950-AUDIO-2023-11-09-10-30-50.opus>
[9/11/23, 10:32:02] Antonio Murillo Sevillano: como te coja te voy a hacer 3 ahogadillas y a ve donde se queda el muaythai
‎[9/11/23, 10:32:29] Maga: ‎<adjunto: 00004952-AUDIO-2023-11-09-10-32-29.opus>
[9/11/23, 10:32:52] Antonio Murillo Sevillano: soy un tiburon
[9/11/23, 10:33:09] Maga: Como te guillotine te dejo en sardina
[9/11/23, 10:33:13] Maga: Primero
[9/11/23, 10:33:18] Maga: Baja a las 77
[9/11/23, 10:33:22] Maga: Peso welter
[9/11/23, 10:33:29] Maga: Y ahi nos damos caña
‎[9/11/23, 10:33:51] Maga: ‎<adjunto: 00004959-AUDIO-2023-11-09-10-33-51.opus>
‎[9/11/23, 10:33:57] Maga: ‎<adjunto: 00004960-AUDIO-2023-11-09-10-33-57.opus>
[9/11/23, 10:34:48] Antonio Murillo Sevillano: Hay un jipi q me sale en tik tok
[9/11/23, 10:34:51] Antonio Murillo Sevillano: Q dice q lo q hace es
[9/11/23, 10:34:58] Antonio Murillo Sevillano: Bulk x unos meses
[9/11/23, 10:35:07] Antonio Murillo Sevillano: Y Dps cut por otros cuantos meses
[9/11/23, 10:35:14] Antonio Murillo Sevillano: Y va haciendo así como un sube baja
[9/11/23, 10:35:23] Antonio Murillo Sevillano: Puedo bajar pa navidad
[9/11/23, 10:35:31] Maga: Eso es lo clasico no?
[9/11/23, 10:35:38] Maga: Dale caña
[9/11/23, 10:35:42] Antonio Murillo Sevillano: Nono
[9/11/23, 10:35:43] Maga: Y nos echamos una de mma
[9/11/23, 10:35:45] Antonio Murillo Sevillano: Suelen ser más meses
‎[9/11/23, 10:36:24] Maga: ‎<adjunto: 00004972-AUDIO-2023-11-09-10-36-24.opus>
[9/11/23, 10:39:25] Antonio Murillo Sevillano: https://vm.tiktok.com/ZGJocYBCf/
[9/11/23, 10:39:38] Antonio Murillo Sevillano: 21 años tiene el animalillo
[9/11/23, 10:40:02] Antonio Murillo Sevillano: Lo q me da miedo es perder fuerza
[9/11/23, 10:40:56] Maga: Ah coño se quien es
‎[9/11/23, 10:41:18] Maga: ‎<adjunto: 00004977-AUDIO-2023-11-09-10-41-18.opus>
[9/11/23, 10:41:52] Antonio Murillo Sevillano: Puede ser
[9/11/23, 10:43:43] Antonio Murillo Sevillano: Tú hasta cuando tienes Mcfit
[9/11/23, 10:43:50] Maga: Pausado
[9/11/23, 10:43:55] Maga: Me quedan 2 meses
[9/11/23, 10:44:03] Maga: A ver como lo hago
‎[9/11/23, 14:07:49] Maga: ‎<adjunto: 00004983-AUDIO-2023-11-09-14-07-49.opus>
‎[9/11/23, 14:08:08] Maga: ‎<adjunto: 00004984-PHOTO-2023-11-09-14-08-08.jpg>
[9/11/23, 16:41:25] Antonio Murillo Sevillano: la vd es q estan  muy bomba
[9/11/23, 16:41:31] Antonio Murillo Sevillano: yo quiero decorar mi cuarto
[9/11/23, 16:41:32] Antonio Murillo Sevillano: este
[9/11/23, 16:41:44] Antonio Murillo Sevillano: pero ya pal segundo cuatri si es q me puedo mudar con julio
[9/11/23, 16:42:08] Antonio Murillo Sevillano: en navidad se viene training del mcfit los findes
[9/11/23, 16:42:26] Antonio Murillo Sevillano: ayer le conte a adam el xaval polaco del cumpleaños polaco vaquero
[9/11/23, 16:42:30] Antonio Murillo Sevillano: q lo habia dejado con la parienta
[9/11/23, 16:42:41] Antonio Murillo Sevillano: y a los 20 min me encuentro a metheusz en la cocina
[9/11/23, 16:42:42] Antonio Murillo Sevillano: y me dice
[9/11/23, 16:43:02] Antonio Murillo Sevillano: ya eres libre no JAJAJA
[9/11/23, 16:43:06] Antonio Murillo Sevillano: descojonandose
[9/11/23, 16:43:08] Antonio Murillo Sevillano: y la novia al lado
[9/11/23, 16:43:15] Antonio Murillo Sevillano: asin
‎[9/11/23, 16:43:19] Antonio Murillo Sevillano: ‎<adjunto: 00004998-STICKER-2023-11-09-16-43-19.webp>
[9/11/23, 18:20:06] Antonio Murillo Sevillano: Cuando acabe mi healing era le tengo que preguntar a Adam la lista de niñas vaqueras de su cumple
[10/11/23, 9:25:30] Maga: Ya me contarás como le fue ayer al charlie sheen de cracow
[10/11/23, 10:06:22] Antonio Murillo Sevillano: El charle sheen de Cracovia es julio
[10/11/23, 10:06:25] Antonio Murillo Sevillano: Sin duda
[10/11/23, 10:07:31] Antonio Murillo Sevillano: Ayer creo q hizo cosas
[10/11/23, 10:07:42] Antonio Murillo Sevillano: Pero me fui antes q el
[10/11/23, 10:08:04] Antonio Murillo Sevillano: Yo solo quiero saber
[10/11/23, 10:08:19] Antonio Murillo Sevillano: Que carajo
[10/11/23, 10:08:42] Antonio Murillo Sevillano: Le he echo a la perrisima de la italiana pa q sea más mala q un dolor conmigo
‎[10/11/23, 10:20:43] Antonio Murillo Sevillano: ‎imagen omitida
[10/11/23, 10:20:54] Antonio Murillo Sevillano: Y aun me tiene q pasar la lista de sitios Chetado a de Italia
‎[10/11/23, 11:39:21] Maga: ‎<adjunto: 00005010-STICKER-2023-11-10-11-39-21.webp>
[10/11/23, 11:39:43] Maga: No se yo le dejaría de dar bola
[10/11/23, 11:39:44] Maga: La verdad
[10/11/23, 11:56:49] Antonio Murillo Sevillano: Le voy a pedir esto q si me interesa
[10/11/23, 11:59:15] Maga: Se la pido a sofia ntr
[10/11/23, 11:59:20] Maga: Pero entierra a esa vibora ta
[10/11/23, 11:59:22] Maga: Ya
[10/11/23, 11:59:54] Antonio Murillo Sevillano: Sofía no es romana
[10/11/23, 12:00:30] Antonio Murillo Sevillano: Ayer vi a una italiana
[10/11/23, 12:00:37] Antonio Murillo Sevillano: Con la mejor build de cara
[10/11/23, 12:00:44] Antonio Murillo Sevillano: De las mejores
[10/11/23, 12:00:48] Antonio Murillo Sevillano: Estaba esculpida la cabrona
[10/11/23, 12:01:32] Maga: Y no le diste fuego
[10/11/23, 12:01:39] Maga: Con la mac eleven
[10/11/23, 12:01:46] Antonio Murillo Sevillano: Aparte quiero sabe q le he hecho
[10/11/23, 12:01:51] Antonio Murillo Sevillano: Iba a otra discoteca
[10/11/23, 12:01:56] Antonio Murillo Sevillano: Ella iba a la de polacos
[10/11/23, 12:02:04] Maga: Entierrala pero ante le preguntas
[10/11/23, 12:02:06] Antonio Murillo Sevillano: Y yo a la puta mierda española
[10/11/23, 12:02:10] Maga: Pero entierrala
[10/11/23, 12:02:22] Maga: Que es mas mala que benito
[10/11/23, 12:02:24] Antonio Murillo Sevillano: Me dan un poco de pena
[10/11/23, 12:02:25] Maga: Musolini
[10/11/23, 12:02:31] Antonio Murillo Sevillano: Porque hablan x el grupo de giris
[10/11/23, 12:02:33] Maga: Pena tu
[10/11/23, 12:02:36] Antonio Murillo Sevillano: Y no les responden
[10/11/23, 12:02:48] Maga: Xq seguro que tienen un plan mejor y os follan el culo
[10/11/23, 12:02:48] Antonio Murillo Sevillano: Ya
[10/11/23, 12:02:53] Maga: Acuerdate
[10/11/23, 12:02:56] Antonio Murillo Sevillano: Cada vez me dan mas pena
[10/11/23, 12:03:06] Antonio Murillo Sevillano: Nono si no tienen plan
[10/11/23, 12:03:06] Maga: Nada mas q puedan daros de lao lo van a hacer
[10/11/23, 12:03:20] Antonio Murillo Sevillano: Ya no quedamos mucho
[10/11/23, 12:03:22] Antonio Murillo Sevillano: Esta esfumó
[10/11/23, 12:03:30] Antonio Murillo Sevillano: Raruno *
[10/11/23, 12:03:35] Antonio Murillo Sevillano: Pero Weno
[10/11/23, 12:03:53] Maga: Po si tuviesen otro plan no os llamarían si quiera pa la disci
[10/11/23, 12:04:00] Maga: Tu tienes que conocer otra gente
[10/11/23, 12:04:05] Maga: Ya lo dijo elena
[10/11/23, 12:04:13] Maga: Los italianos erasmus😬
[10/11/23, 12:04:14] Antonio Murillo Sevillano: Mujeres malas ?
[10/11/23, 12:04:21] Antonio Murillo Sevillano: Me pueden mano
[10/11/23, 12:04:24] Maga: Eso lo dije yo
[10/11/23, 12:04:31] Antonio Murillo Sevillano: Las italianas
[10/11/23, 12:04:34] Antonio Murillo Sevillano: Y las malas
[10/11/23, 12:04:42] Maga: Po será por italianas
[10/11/23, 12:04:42] Antonio Murillo Sevillano: Más malas q un dolor de muela
[10/11/23, 12:05:10] Maga: Pero esq te hablan lit como si fueses el gorra del parkin de cavaleri
[10/11/23, 12:05:18] Maga: Le falta sacar los monosílabos
[10/11/23, 12:05:19] Antonio Murillo Sevillano: Me hablan no
[10/11/23, 12:05:20] Antonio Murillo Sevillano: Me habla
[10/11/23, 12:05:23] Maga: Si
[10/11/23, 12:05:26] Antonio Murillo Sevillano: La q está mordida es Ilaria
[10/11/23, 12:05:27] Maga: Po la q te gusta
[10/11/23, 12:05:41] Maga: Illo habla con ella
[10/11/23, 12:05:46] Maga: Y asi puedes pasar de page
[10/11/23, 12:05:46] Antonio Murillo Sevillano: Primero la lista
[10/11/23, 12:05:53] Antonio Murillo Sevillano: No vaya a ser
[10/11/23, 12:05:58] Maga: Bueno
[10/11/23, 12:06:04] Maga: Illo
[10/11/23, 12:06:09] Antonio Murillo Sevillano: Q solo tiene q reenviarmela
[10/11/23, 12:06:09] Maga: Tu ya tienes bastante en lo q pensar
[10/11/23, 12:06:20] Maga: Pa pensar tb xq esta sorra esta de emparre
[10/11/23, 12:06:23] Antonio Murillo Sevillano: Nono si me da igual
[10/11/23, 12:06:25] Antonio Murillo Sevillano: Me refiero
[10/11/23, 12:06:28] Maga: To xq le pica la croketa
[10/11/23, 12:06:29] Antonio Murillo Sevillano: Será x gente en Polonia
[10/11/23, 12:06:43] Antonio Murillo Sevillano: Las últimas 48 horas han sido raras
[10/11/23, 12:06:49] Antonio Murillo Sevillano: Raras de tan activas
[10/11/23, 12:06:58] Antonio Murillo Sevillano: Q es como q se me olvida todo
[10/11/23, 12:06:59] Maga: Q sigan asi
[10/11/23, 12:07:08] Maga: Tu dale caña a to
[10/11/23, 12:07:08] Antonio Murillo Sevillano: Desde el bjj
[10/11/23, 12:07:23] Antonio Murillo Sevillano: Me voy a apuntar xq me viene bien
[10/11/23, 12:07:33] Maga: Menos a la tocha👃
[10/11/23, 12:07:39] Maga: Si
[10/11/23, 12:07:54] Antonio Murillo Sevillano: Ayer me encontré al polaco de la fiesta vaquera en la cocina y le dije q se dropeara el ig de la vaquera Wenorra
[10/11/23, 12:07:57] Antonio Murillo Sevillano: Es 04
‎[10/11/23, 12:07:59] Antonio Murillo Sevillano: ‎<adjunto: 00005088-STICKER-2023-11-10-12-07-59.webp>
[10/11/23, 12:08:18] Antonio Murillo Sevillano: No se cómo
[10/11/23, 12:08:29] Antonio Murillo Sevillano: Pero ayer casi q me bebí la botella de vodka yo solo
[10/11/23, 12:08:43] Antonio Murillo Sevillano: Y me he levantado a las 10 brand new
[10/11/23, 12:08:50] Maga: Eso ya es un problema
[10/11/23, 12:08:57] Maga: Weeeeno
[10/11/23, 12:08:58] Antonio Murillo Sevillano: Es q el julio maricon
[10/11/23, 12:09:03] Maga: Eso son. 19 añitos
[10/11/23, 12:09:03] Antonio Murillo Sevillano: No le gustaba tu mezcla
[10/11/23, 12:09:07] Antonio Murillo Sevillano: Y demasiado limón
[10/11/23, 12:09:09] Maga: Julio ayer comio?
[10/11/23, 12:09:16] Antonio Murillo Sevillano: Si
[10/11/23, 12:09:17] Maga: Es para picos selectos
[10/11/23, 12:09:18] Antonio Murillo Sevillano: Eso dice
[10/11/23, 12:09:30] Maga: Espero q bien
[10/11/23, 12:09:36] Maga: Y no un langostino
[10/11/23, 12:09:37] Antonio Murillo Sevillano: Actualiza si comes o algo
[10/11/23, 12:09:37] Antonio Murillo Sevillano: Espero no habérmelo perdido
[10/11/23, 12:09:37] Antonio Murillo Sevillano: Antonio te vas a tener que ir más veces
[10/11/23, 12:09:51] Antonio Murillo Sevillano: Si julio es el tío más exquisito del mundo
[10/11/23, 12:09:55] Maga: Jajaajjaja q gracia me hace q te diga antonio
[10/11/23, 12:10:09] Antonio Murillo Sevillano: Alto guapo decente vistiendo y no toca Teta
[10/11/23, 12:10:11] Maga: Si pero la regla de paja a las 7
[10/11/23, 12:10:21] Maga: Carlos chein
[10/11/23, 12:10:23] Antonio Murillo Sevillano: Lo hace de énfasis
[10/11/23, 12:10:32] Antonio Murillo Sevillano: A ve si responde la perra mala
[10/11/23, 12:10:35] Maga: Podria ser un msj de tu vieja
[10/11/23, 12:10:35] Antonio Murillo Sevillano: Aparte fue to random
[10/11/23, 12:10:40] Antonio Murillo Sevillano: Porque me iba a ir ya
[10/11/23, 12:10:43] Antonio Murillo Sevillano: Porque había un bolt
[10/11/23, 12:10:46] Antonio Murillo Sevillano: Y le digo de lejos
[10/11/23, 12:10:48] Antonio Murillo Sevillano: Caminos
[10/11/23, 12:10:52] Antonio Murillo Sevillano: Vamonos
[10/11/23, 12:10:58] Antonio Murillo Sevillano: Y me hace una señal con la mano de adiós
[10/11/23, 12:11:02] Maga: Y se quedo en el pari
[10/11/23, 12:11:04] Antonio Murillo Sevillano: Y digo dale caña
[10/11/23, 12:11:05] Maga: Buaaaaaa
[10/11/23, 12:11:16] Maga: Vaya gesto de killer
[10/11/23, 12:11:27] Maga: Cuando vaya alli tiene que brillar el cesped
‎[10/11/23, 12:11:50] Antonio Murillo Sevillano: ‎<adjunto: 00005127-AUDIO-2023-11-10-12-11-50.opus>
‎[10/11/23, 12:12:17] Antonio Murillo Sevillano: ‎<adjunto: 00005128-AUDIO-2023-11-10-12-12-17.opus>
[10/11/23, 12:12:43] Maga: El gallego trayendo los entrantes
[10/11/23, 12:12:53] Maga: Tenia que ser dualipa portuguesa
[10/11/23, 12:13:00] Antonio Murillo Sevillano: Almeja 🤣
[10/11/23, 12:13:09] Antonio Murillo Sevillano: Tengo mucha curiosidad
[10/11/23, 12:13:18] Antonio Murillo Sevillano: Lo único q me da pena haberme perdido es eso
[10/11/23, 12:13:28] Antonio Murillo Sevillano: Es como ver a tu hijo caminar
[10/11/23, 12:14:42] Maga: Pf te has perdido la primera palabra de julito
[10/11/23, 12:14:45] Maga: Que padre hace eso
[10/11/23, 12:14:59] Maga: Es como el aceite?
‎[10/11/23, 12:18:16] Maga: ‎imagen omitida
[10/11/23, 12:31:28] Antonio Murillo Sevillano: El q
[10/11/23, 12:31:32] Antonio Murillo Sevillano: Esta wapo
[10/11/23, 12:31:38] Antonio Murillo Sevillano: Tendrías q darle más caña
[10/11/23, 12:31:44] Antonio Murillo Sevillano: Me recuerda a andreaquest
[10/11/23, 12:31:55] Antonio Murillo Sevillano: La zorra tenía una cuenta de 200k seguidores
[10/11/23, 12:31:59] Antonio Murillo Sevillano: Por dibujar cosas
[10/11/23, 12:32:23] Maga: Xtra virgen
‎[10/11/23, 12:32:44] Maga: ‎<adjunto: 00005146-AUDIO-2023-11-10-12-32-44.opus>
‎[10/11/23, 12:33:01] Maga: ‎<adjunto: 00005147-AUDIO-2023-11-10-12-33-01.opus>
[10/11/23, 12:33:14] Maga: Ayer estaba moody
[10/11/23, 12:37:16] Antonio Murillo Sevillano: Yo creo q es practice
[10/11/23, 12:37:56] Maga: Hombre claro
[10/11/23, 12:38:05] Maga: Pero si q es vd q tengo talento sin practice
[10/11/23, 12:38:12] Maga: Si practico podria ser la bestia
[10/11/23, 12:38:15] Antonio Murillo Sevillano: Lurike era un maquina pintando la vd
[10/11/23, 12:38:28] Maga: Pero luirike fue a clase y ti
[10/11/23, 12:38:29] Maga: To
[10/11/23, 12:38:42] Maga: A tu hermano lo han hecho un virtuoso la vd
[10/11/23, 12:38:57] Maga: Y tu ni las palmas tocas
[10/11/23, 12:39:00] Maga: 😞
[10/11/23, 12:39:49] Antonio Murillo Sevillano: Yo soy un virtuoso de las mujeres y el palique
[10/11/23, 12:39:55] Antonio Murillo Sevillano: De gastar
[10/11/23, 12:40:00] Antonio Murillo Sevillano: De beber no porque tambn me gana
[10/11/23, 12:43:17] Maga: No se yo ya eh
[10/11/23, 12:43:22] Maga: Alomejor el es mas vicioos
‎[10/11/23, 12:43:38] Maga: ‎<adjunto: 00005164-AUDIO-2023-11-10-12-43-38.opus>
‎[10/11/23, 12:43:52] Maga: ‎<adjunto: 00005165-AUDIO-2023-11-10-12-43-52.opus>
[10/11/23, 12:45:08] Antonio Murillo Sevillano: Lurike cuando yo estoy ya criminal el se esta echando un cubata de wisky y un cigarro de pueblo antes de acostarse
[10/11/23, 12:45:08] Maga: Escucha esta lista: Bass https://open.spotify.com/playlist/55yqmITNspGlWwSWWhIZg0?si=eudzt8W3Ry6k5vQbaS7DEQ
[10/11/23, 12:45:09] Antonio Murillo Sevillano: De xill
[10/11/23, 12:45:18] Maga: Eso es vicio
[10/11/23, 12:45:21] Antonio Murillo Sevillano: Nana
[10/11/23, 12:45:24] Maga: No hay que juntarlo
[10/11/23, 12:45:25] Antonio Murillo Sevillano: De chileo
[10/11/23, 12:45:35] Antonio Murillo Sevillano: Es como el baño
[10/11/23, 12:45:35] Maga: De las playlist mas fuego que he fabricado
[10/11/23, 12:45:37] Antonio Murillo Sevillano: Nano
[10/11/23, 12:45:39] Antonio Murillo Sevillano: Ritmo de carrera
[10/11/23, 12:45:40] Maga: Dura una hora y media
[10/11/23, 12:45:42] Antonio Murillo Sevillano: Voy a verla
[10/11/23, 12:45:55] Maga: Es rock y solos de guitarra pa cerrar los ojos
[10/11/23, 12:46:05] Antonio Murillo Sevillano: Pf led zepelines
[10/11/23, 12:46:05] Maga: No es pa activarse
[10/11/23, 12:46:18] Antonio Murillo Sevillano: Cuanto daño te han hecho las mujeres
‎[10/11/23, 12:46:37] Antonio Murillo Sevillano: ‎<adjunto: 00005183-PHOTO-2023-11-10-12-46-36.jpg>
[10/11/23, 12:46:47] Antonio Murillo Sevillano: 172 y 80
[10/11/23, 12:46:54] Antonio Murillo Sevillano: Eso es lo q pesa y mide lurike
[10/11/23, 12:48:36] Maga: Ostia 80?
[10/11/23, 12:48:41] Maga: Que densidad osea
[10/11/23, 12:48:46] Maga: Xq el nota esta marcao
‎[10/11/23, 15:02:10] Maga: ‎<adjunto: 00005189-AUDIO-2023-11-10-15-02-10.opus>
[10/11/23, 15:02:19] Maga: Cinema🚬
‎[10/11/23, 15:02:27] Maga: ‎<adjunto: 00005191-AUDIO-2023-11-10-15-02-27.opus>
[10/11/23, 15:45:54] Antonio Murillo Sevillano: La has potado mucho ?
[10/11/23, 15:50:17] Antonio Murillo Sevillano: Yo estoy pensando en ir hoy al bjj
[10/11/23, 15:50:24] Antonio Murillo Sevillano: Q tengo ya bien la rodilla
[10/11/23, 15:50:29] Antonio Murillo Sevillano: Y ganas de matarme
[10/11/23, 15:50:39] Antonio Murillo Sevillano: Esta heavy
[10/11/23, 15:50:42] Antonio Murillo Sevillano: Es un truck
[10/11/23, 16:05:37] Antonio Murillo Sevillano: Se ha llevado esa genética buena
[10/11/23, 16:05:41] Antonio Murillo Sevillano: Yo me he llevado la altura
[10/11/23, 16:05:43] Antonio Murillo Sevillano: Menos bello
[10/11/23, 16:05:47] Antonio Murillo Sevillano: Y poco olor corporal
[10/11/23, 16:17:37] Antonio Murillo Sevillano: La italiana dise q no pasa na
[10/11/23, 16:17:41] Antonio Murillo Sevillano: Hora de enterrarla
[10/11/23, 16:17:57] Antonio Murillo Sevillano: Pq yo no me pienso mover ni un pelo
[10/11/23, 16:18:12] Antonio Murillo Sevillano: Si algo me ha enseñado mi breve esperiencia con niñas
[10/11/23, 16:18:20] Antonio Murillo Sevillano: es q no hay q darles bola
‎[10/11/23, 17:39:21] Maga: ‎<adjunto: 00005207-PHOTO-2023-11-10-17-39-21.jpg>
‎[10/11/23, 17:39:25] Maga: ‎<adjunto: 00005208-PHOTO-2023-11-10-17-39-25.jpg>
[10/11/23, 17:39:41] Maga: User promedio de tinder spagna
[10/11/23, 19:01:19] Antonio Murillo Sevillano: Mi broder
[10/11/23, 19:01:24] Antonio Murillo Sevillano: Buscando el amor
[10/11/23, 19:01:36] Antonio Murillo Sevillano: A 122 km
‎[10/11/23, 23:24:41] Antonio Murillo Sevillano: ‎imagen omitida
[10/11/23, 23:24:53] Antonio Murillo Sevillano: Si fuesen rojas
[10/11/23, 23:24:55] Antonio Murillo Sevillano: …..
[10/11/23, 23:49:19] Maga: De qn esa
